FROM,TO,Work trips SOV,Work trips HOV,Work trips Transit,Non-work SOV,Non-work HOV,Non-work Transit,All SOV,All HOV,All Transit,Work trips All,Non-work All,All Trips
EHenry,SEAtlanta,256,42,0,80,174,3,336,216,3,298,257,555
EHenry,SFulton,56,7,0,8,12,0,64,19,0,63,20,83
EHenry,Tri-Cities,395,67,1,64,152,0,459,219,1,463,216,679
EHenry,Shannon,103,19,0,32,96,0,135,115,0,122,128,250
EHenry,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,ECentCherokee,3,0,0,0,2,0,3,2,0,3,2,5
EHenry,Woodstock,0,1,0,2,0,0,2,1,0,1,2,3
EHenry,Airport,303,55,5,23,92,0,326,147,5,363,115,478
EHenry,NEClayton,1175,210,0,419,1466,1,1594,1676,1,1385,1886,3271
EHenry,Riverdale,208,47,0,93,328,0,301,375,0,255,421,676
EHenry,SClayton,678,152,1,385,1518,2,1063,1670,3,831,1905,2736
EHenry,NWCobb,12,5,0,4,6,0,16,11,0,17,10,27
EHenry,NECobb,24,5,0,5,51,0,29,56,0,29,56,85
EHenry,SWCobb,2,2,0,2,6,0,4,8,0,4,8,12
EHenry,Marietta,28,5,0,10,7,0,38,12,0,33,17,50
EHenry,Cumberland,127,28,0,19,153,0,146,181,0,155,172,327
EHenry,SCobb,44,6,0,8,37,0,52,43,0,50,45,95
EHenry,Chamblee,199,39,0,48,172,1,247,211,1,238,221,459
EHenry,NWDeKalb,268,44,0,92,354,1,360,398,1,312,447,759
EHenry,NEDeKalb,302,61,0,98,284,2,400,345,2,363,384,747
EHenry,Atlanta-DeKalb,45,14,0,18,75,0,63,89,0,59,93,152
EHenry,Decatur,59,11,1,22,45,0,81,56,1,71,67,138
EHenry,SWDeKalb,210,40,2,74,287,0,284,327,2,252,361,613
EHenry,SEDeKalb,339,66,1,134,477,2,473,543,3,406,613,1019
EHenry,SDeKalb,655,146,0,482,1721,4,1137,1867,4,801,2207,3008
EHenry,WDouglas,3,0,0,0,19,0,3,19,0,3,19,22
EHenry,EDouglas,20,4,0,6,6,0,26,10,0,24,12,36
EHenry,WFayette,111,11,0,25,72,0,136,83,0,122,97,219
EHenry,EFayette,222,40,0,56,142,0,278,182,0,262,198,460
EHenry,NGwinnett,36,6,0,11,42,0,47,48,0,42,53,95
EHenry,CentGwinnett,132,29,0,31,128,0,163,157,0,161,159,320
EHenry,EGwinnett,34,5,0,8,26,0,42,31,0,39,34,73
EHenry,Norcross,193,16,0,29,109,0,222,125,0,209,138,347
EHenry,Lilburn,102,22,0,31,104,0,133,126,0,124,135,259
EHenry,Snellville,107,18,0,32,202,0,139,220,0,125,234,359
EHenry,NHenry,1508,308,0,2243,7884,0,3751,8192,0,1816,10127,11943
EHenry,EHenry,3036,637,0,9968,31125,0,13004,31762,0,3673,41093,44766
EHenry,SHenry,3926,791,0,5654,19184,0,9580,19975,0,4717,24838,29555
EHenry,SRockdale,461,103,0,624,2041,0,1085,2144,0,564,2665,3229
EHenry,NRockdale,870,176,0,435,1636,0,1305,1812,0,1046,2071,3117
EHenry,NBarrow,5,1,0,2,0,0,7,1,0,6,2,8
EHenry,SBarrow,7,2,0,2,2,0,9,4,0,9,4,13
EHenry,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,Cartersville,0,0,0,1,1,0,1,1,0,0,2,2
EHenry,NECarroll,1,0,0,0,1,0,1,1,0,1,1,2
EHenry,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,CentralCarroll,0,0,0,2,0,0,2,0,0,0,2,2
EHenry,SECarroll,0,0,0,0,1,0,0,1,0,0,1,1
EHenry,WCoweta,2,1,0,2,0,0,4,1,0,3,2,5
EHenry,NCoweta,22,4,0,10,8,0,32,12,0,26,18,44
EHenry,SCoweta,0,0,0,1,0,0,1,0,0,0,1,1
EHenry,SECoweta,7,2,0,5,14,0,12,16,0,9,19,28
EHenry,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,Cumming,1,0,0,1,4,0,2,4,0,1,5,6
EHenry,SForsyth,7,2,0,0,6,0,7,8,0,9,6,15
EHenry,NHall,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,Gainesville,2,0,0,1,1,0,3,1,0,2,2,4
EHenry,SHall,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,WNewton,1111,213,0,977,3636,0,2088,3849,0,1324,4613,5937
EHenry,ENewton,48,11,0,69,51,0,117,62,0,59,120,179
EHenry,NPaulding,0,0,0,1,0,0,1,0,0,0,1,1
EHenry,WPaulding,0,0,0,0,0,0,0,0,0,0,0,0
EHenry,EPaulding,4,2,0,3,0,0,7,2,0,6,3,9
EHenry,NSpalding,230,41,0,129,294,0,359,335,0,271,423,694
EHenry,SSpalding,140,23,0,30,144,0,170,167,0,163,174,337
EHenry,WWalton,47,8,0,14,46,0,61,54,0,55,60,115
EHenry,EWalton,65,21,0,13,34,0,78,55,0,86,47,133
SHenry,NFulton,29,6,0,10,54,0,39,60,0,35,64,99
SHenry,Roswell,20,5,0,8,4,0,28,9,0,25,12,37
SHenry,SandySprings,162,36,6,31,63,1,193,99,7,204,95,299
SHenry,Buckhead,296,82,6,70,229,1,366,311,7,384,300,684
SHenry,NWAtlanta,222,44,1,29,53,2,251,97,3,267,84,351
SHenry,NEAtlanta,491,92,17,164,275,13,655,367,30,600,452,1052
SHenry,SWAtlanta,288,60,1,114,205,8,402,265,9,349,327,676
SHenry,CBDAtlanta,631,159,127,157,290,32,788,449,159,917,479,1396
SHenry,SEAtlanta,518,108,3,158,287,6,676,395,9,629,451,1080
SHenry,SFulton,108,22,0,31,39,0,139,61,0,130,70,200
SHenry,Tri-Cities,786,141,5,115,296,1,901,437,6,932,412,1344
SHenry,Shannon,353,64,0,79,204,1,432,268,1,417,284,701
SHenry,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,ECentCherokee,1,0,0,0,0,0,1,0,0,1,0,1
SHenry,Woodstock,3,0,0,3,3,0,6,3,0,3,6,9
SHenry,Airport,813,115,15,69,270,1,882,385,16,943,340,1283
SHenry,NEClayton,2344,480,5,790,2184,8,3134,2664,13,2829,2982,5811
SHenry,Riverdale,588,142,1,319,1253,1,907,1395,2,731,1573,2304
SHenry,SClayton,2901,614,4,2260,7725,5,5161,8339,9,3519,9990,13509
SHenry,NWCobb,29,8,0,6,32,1,35,40,1,37,39,76
SHenry,NECobb,37,7,0,10,31,0,47,38,0,44,41,85
SHenry,SWCobb,12,5,0,2,11,0,14,16,0,17,13,30
SHenry,Marietta,39,13,0,17,28,2,56,41,2,52,47,99
SHenry,Cumberland,221,60,1,38,100,0,259,160,1,282,138,420
SHenry,SCobb,97,13,0,19,87,1,116,100,1,110,107,217
SHenry,Chamblee,230,58,5,46,153,3,276,211,8,293,202,495
SHenry,NWDeKalb,414,89,0,113,265,4,527,354,4,503,382,885
SHenry,NEDeKalb,331,63,1,80,144,1,411,207,2,395,225,620
SHenry,Atlanta-DeKalb,108,20,0,38,110,0,146,130,0,128,148,276
SHenry,Decatur,70,8,0,31,51,9,101,59,9,78,91,169
SHenry,SWDeKalb,281,54,1,82,271,0,363,325,1,336,353,689
SHenry,SEDeKalb,292,66,0,87,252,0,379,318,0,358,339,697
SHenry,SDeKalb,834,173,0,254,708,3,1088,881,3,1007,965,1972
SHenry,WDouglas,32,6,0,10,10,0,42,16,0,38,20,58
SHenry,EDouglas,55,5,0,14,59,0,69,64,0,60,73,133
SHenry,WFayette,594,113,0,137,525,0,731,638,0,707,662,1369
SHenry,EFayette,1043,180,0,458,1226,0,1501,1406,0,1223,1684,2907
SHenry,NGwinnett,18,5,0,10,50,0,28,55,0,23,60,83
SHenry,CentGwinnett,102,24,0,31,56,0,133,80,0,126,87,213
SHenry,EGwinnett,29,6,0,5,37,0,34,43,0,35,42,77
SHenry,Norcross,163,31,0,17,96,0,180,127,0,194,113,307
SHenry,Lilburn,58,13,0,19,48,0,77,61,0,71,67,138
SHenry,Snellville,111,18,0,41,43,0,152,61,0,129,84,213
SHenry,NHenry,3056,653,0,3553,11255,0,6609,11908,0,3709,14808,18517
SHenry,EHenry,4087,782,0,5681,19214,0,9768,19996,0,4869,24895,29764
SHenry,SHenry,28279,5719,0,52190,140453,0,80469,146172,0,33998,192643,226641
SHenry,SRockdale,505,112,0,264,747,0,769,859,0,617,1011,1628
SHenry,NRockdale,605,126,0,135,440,0,740,566,0,731,575,1306
SHenry,NBarrow,4,1,0,4,4,0,8,5,0,5,8,13
SHenry,SBarrow,8,1,0,2,11,0,10,12,0,9,13,22
SHenry,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,NEBartow,0,0,0,0,1,0,0,1,0,0,1,1
SHenry,SWBartow,0,0,0,1,0,0,1,0,0,0,1,1
SHenry,Cartersville,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,NECarroll,1,0,0,1,0,0,2,0,0,1,1,2
SHenry,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,CentralCarroll,5,2,0,6,11,0,11,13,0,7,17,24
SHenry,SECarroll,1,0,0,3,0,0,4,0,0,1,3,4
SHenry,WCoweta,14,0,0,8,11,0,22,11,0,14,19,33
SHenry,NCoweta,166,34,0,39,113,0,205,147,0,200,152,352
SHenry,SCoweta,24,2,0,11,8,0,35,10,0,26,19,45
SHenry,SECoweta,122,17,0,37,72,0,159,89,0,139,109,248
SHenry,NForsyth,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,Cumming,0,0,0,1,11,0,1,11,0,0,12,12
SHenry,SForsyth,12,0,0,2,13,0,14,13,0,12,15,27
SHenry,NHall,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,Gainesville,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,SHall,0,1,0,1,2,0,1,3,0,1,3,4
SHenry,WNewton,1282,253,0,546,1750,0,1828,2003,0,1535,2296,3831
SHenry,ENewton,84,14,0,35,22,0,119,36,0,98,57,155
SHenry,NPaulding,0,0,0,0,0,0,0,0,0,0,0,0
SHenry,WPaulding,0,0,0,1,0,0,1,0,0,0,1,1
SHenry,EPaulding,10,1,0,6,4,0,16,5,0,11,10,21
SHenry,NSpalding,2278,492,0,1826,5352,0,4104,5844,0,2770,7178,9948
SHenry,SSpalding,1247,238,0,413,1324,0,1660,1562,0,1485,1737,3222
SHenry,WWalton,89,11,0,19,97,0,108,108,0,100,116,216
SHenry,EWalton,72,10,0,13,19,0,85,29,0,82,32,114
SRockdale,NFulton,49,13,0,11,24,0,60,37,0,62,35,97
SRockdale,Roswell,23,2,0,10,16,0,33,18,0,25,26,51
SRockdale,SandySprings,166,29,10,23,72,3,189,101,13,205,98,303
SRockdale,Buckhead,211,44,10,29,43,3,240,87,13,265,75,340
SRockdale,NWAtlanta,105,33,2,18,92,1,123,125,3,140,111,251
SRockdale,NEAtlanta,287,65,9,87,213,13,374,278,22,361,313,674
SRockdale,SWAtlanta,121,23,6,47,136,3,168,159,9,150,186,336
SRockdale,CBDAtlanta,351,72,65,87,256,23,438,328,88,488,366,854
SRockdale,SEAtlanta,165,25,1,57,90,5,222,115,6,191,152,343
SRockdale,SFulton,17,6,0,6,3,0,23,9,0,23,9,32
SRockdale,Tri-Cities,214,39,1,23,39,0,237,78,1,254,62,316
SRockdale,Shannon,64,9,0,8,38,0,72,47,0,73,46,119
SRockdale,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,ECentCherokee,1,0,0,0,1,0,1,1,0,1,1,2
SRockdale,Woodstock,2,1,0,3,0,0,5,1,0,3,3,6
SRockdale,Airport,210,18,6,9,19,0,219,37,6,234,28,262
SRockdale,NEClayton,492,91,1,127,456,0,619,547,1,584,583,1167
SRockdale,Riverdale,73,19,0,25,65,0,98,84,0,92,90,182
SRockdale,SClayton,211,40,0,70,181,0,281,221,0,251,251,502
SRockdale,NWCobb,16,1,0,8,3,0,24,4,0,17,11,28
SRockdale,NECobb,32,12,0,6,12,0,38,24,0,44,18,62
SRockdale,SWCobb,7,4,0,1,0,0,8,4,0,11,1,12
SRockdale,Marietta,33,7,0,13,23,0,46,30,0,40,36,76
SRockdale,Cumberland,128,34,0,18,43,0,146,77,0,162,61,223
SRockdale,SCobb,42,12,1,11,39,0,53,51,1,55,50,105
SRockdale,Chamblee,262,41,4,41,108,1,303,149,5,307,150,457
SRockdale,NWDeKalb,302,65,1,108,283,8,410,348,9,368,399,767
SRockdale,NEDeKalb,443,85,0,146,440,7,589,525,7,528,593,1121
SRockdale,Atlanta-DeKalb,69,11,1,30,109,1,99,120,2,81,140,221
SRockdale,Decatur,71,21,1,34,102,7,105,123,8,93,143,236
SRockdale,SWDeKalb,209,59,1,134,435,8,343,494,9,269,577,846
SRockdale,SEDeKalb,882,152,6,791,2728,8,1673,2880,14,1040,3527,4567
SRockdale,SDeKalb,988,204,9,1537,4621,26,2525,4825,35,1201,6184,7385
SRockdale,WDouglas,4,0,0,3,4,0,7,4,0,4,7,11
SRockdale,EDouglas,21,1,0,7,28,0,28,29,0,22,35,57
SRockdale,WFayette,25,5,0,7,28,0,32,33,0,30,35,65
SRockdale,EFayette,49,9,0,12,17,0,61,26,0,58,29,87
SRockdale,NGwinnett,66,16,0,18,77,1,84,93,1,82,96,178
SRockdale,CentGwinnett,258,52,0,59,130,1,317,182,1,310,190,500
SRockdale,EGwinnett,83,13,0,18,73,0,101,86,0,96,91,187
SRockdale,Norcross,239,36,0,30,146,0,269,182,0,275,176,451
SRockdale,Lilburn,184,34,0,76,276,0,260,310,0,218,352,570
SRockdale,Snellville,324,79,0,163,673,0,487,752,0,403,836,1239
SRockdale,NHenry,493,99,0,452,1301,0,945,1400,0,592,1753,2345
SRockdale,EHenry,467,83,0,606,2117,0,1073,2200,0,550,2723,3273
SRockdale,SHenry,516,107,0,277,714,0,793,821,0,623,991,1614
SRockdale,SRockdale,2272,489,0,7435,21575,0,9707,22064,0,2761,29010,31771
SRockdale,NRockdale,2855,602,0,4863,14491,0,7718,15093,0,3457,19354,22811
SRockdale,NBarrow,12,4,0,1,8,0,13,12,0,16,9,25
SRockdale,SBarrow,14,4,0,7,13,0,21,17,0,18,20,38
SRockdale,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,Cartersville,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,NECarroll,2,0,0,0,0,0,2,0,0,2,0,2
SRockdale,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,CentralCarroll,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,WCoweta,1,0,0,1,0,0,2,0,0,1,1,2
SRockdale,NCoweta,9,0,0,2,3,0,11,3,0,9,5,14
SRockdale,SCoweta,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,SECoweta,3,0,0,0,2,0,3,2,0,3,2,5
SRockdale,NForsyth,0,0,0,1,0,0,1,0,0,0,1,1
SRockdale,Cumming,2,1,0,0,1,0,2,2,0,3,1,4
SRockdale,SForsyth,14,3,0,2,1,0,16,4,0,17,3,20
SRockdale,NHall,1,0,0,0,0,0,1,0,0,1,0,1
SRockdale,Gainesville,7,1,0,2,5,0,9,6,0,8,7,15
SRockdale,SHall,13,2,0,5,1,0,18,3,0,15,6,21
SRockdale,WNewton,1310,300,0,1862,6504,0,3172,6804,0,1610,8366,9976
SRockdale,ENewton,56,12,0,39,89,0,95,101,0,68,128,196
SRockdale,NPaulding,1,0,0,0,0,0,1,0,0,1,0,1
SRockdale,WPaulding,0,0,0,0,0,0,0,0,0,0,0,0
SRockdale,EPaulding,7,3,0,1,3,0,8,6,0,10,4,14
SRockdale,NSpalding,36,13,0,16,17,0,52,30,0,49,33,82
SRockdale,SSpalding,31,4,0,4,18,0,35,22,0,35,22,57
SRockdale,WWalton,139,33,0,67,193,0,206,226,0,172,260,432
SRockdale,EWalton,118,16,0,33,36,0,151,52,0,134,69,203
NRockdale,NFulton,76,15,0,24,44,1,100,59,1,91,69,160
NRockdale,Roswell,39,8,0,14,10,0,53,18,0,47,24,71
NRockdale,SandySprings,184,23,11,26,89,1,210,112,12,218,116,334
NRockdale,Buckhead,231,36,15,23,101,2,254,137,17,282,126,408
NRockdale,NWAtlanta,122,20,1,14,41,3,136,61,4,143,58,201
NRockdale,NEAtlanta,299,68,16,89,202,17,388,270,33,383,308,691
NRockdale,SWAtlanta,132,25,6,42,84,12,174,109,18,163,138,301
NRockdale,CBDAtlanta,391,77,92,69,173,29,460,250,121,560,271,831
NRockdale,SEAtlanta,178,31,2,54,94,7,232,125,9,211,155,366
NRockdale,SFulton,39,8,0,9,21,0,48,29,0,47,30,77
NRockdale,Tri-Cities,161,27,2,21,43,0,182,70,2,190,64,254
NRockdale,Shannon,59,11,0,12,43,0,71,54,0,70,55,125
NRockdale,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
NRockdale,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
NRockdale,ECentCherokee,3,1,0,0,3,0,3,4,0,4,3,7
NRockdale,Woodstock,7,1,0,0,6,0,7,7,0,8,6,14
NRockdale,Airport,169,26,17,11,5,0,180,31,17,212,16,228
NRockdale,NEClayton,362,59,1,52,97,2,414,156,3,422,151,573
NRockdale,Riverdale,54,10,0,15,26,0,69,36,0,64,41,105
NRockdale,SClayton,195,39,0,44,165,1,239,204,1,234,210,444
NRockdale,NWCobb,17,4,0,7,18,0,24,22,0,21,25,46
NRockdale,NECobb,36,9,0,14,17,1,50,26,1,45,32,77
NRockdale,SWCobb,11,4,0,0,5,0,11,9,0,15,5,20
NRockdale,Marietta,32,6,0,17,11,2,49,17,2,38,30,68
NRockdale,Cumberland,120,36,0,19,44,0,139,80,0,156,63,219
NRockdale,SCobb,51,12,0,11,84,0,62,96,0,63,95,158
NRockdale,Chamblee,263,45,3,43,113,1,306,158,4,311,157,468
NRockdale,NWDeKalb,362,88,3,92,395,5,454,483,8,453,492,945
NRockdale,NEDeKalb,599,131,4,214,768,7,813,899,11,734,989,1723
NRockdale,Atlanta-DeKalb,75,16,2,24,97,2,99,113,4,93,123,216
NRockdale,Decatur,92,21,5,41,85,11,133,106,16,118,137,255
NRockdale,SWDeKalb,338,86,3,149,471,3,487,557,6,427,623,1050
NRockdale,SEDeKalb,1653,323,12,1250,4166,15,2903,4489,27,1988,5431,7419
NRockdale,SDeKalb,1315,280,4,1276,3594,12,2591,3874,16,1599,4882,6481
NRockdale,WDouglas,7,1,0,2,19,0,9,20,0,8,21,29
NRockdale,EDouglas,30,4,0,11,12,0,41,16,0,34,23,57
NRockdale,WFayette,25,4,0,10,13,0,35,17,0,29,23,52
NRockdale,EFayette,31,6,0,20,35,0,51,41,0,37,55,92
NRockdale,NGwinnett,239,55,0,47,81,0,286,136,0,294,128,422
NRockdale,CentGwinnett,627,134,0,164,587,0,791,721,0,761,751,1512
NRockdale,EGwinnett,366,67,0,96,279,0,462,346,0,433,375,808
NRockdale,Norcross,309,56,0,51,188,0,360,244,0,365,239,604
NRockdale,Lilburn,349,79,0,178,602,0,527,681,0,428,780,1208
NRockdale,Snellville,1336,287,0,890,3067,0,2226,3354,0,1623,3957,5580
NRockdale,NHenry,497,102,0,182,674,0,679,776,0,599,856,1455
NRockdale,EHenry,883,181,0,444,1565,0,1327,1746,0,1064,2009,3073
NRockdale,SHenry,570,118,0,135,400,0,705,518,0,688,535,1223
NRockdale,SRockdale,2932,623,0,4877,14399,0,7809,15022,0,3555,19276,22831
NRockdale,NRockdale,16487,3749,0,33295,75401,0,49782,79150,0,20236,108696,128932
NRockdale,NBarrow,63,17,0,13,51,0,76,68,0,80,64,144
NRockdale,SBarrow,110,14,0,20,90,0,130,104,0,124,110,234
NRockdale,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NRockdale,NEBartow,0,0,0,1,0,0,1,0,0,0,1,1
NRockdale,SWBartow,1,0,0,0,0,0,1,0,0,1,0,1
NRockdale,Cartersville,1,0,0,0,1,0,1,1,0,1,1,2
NRockdale,NECarroll,0,0,0,1,17,0,1,17,0,0,18,18
NRockdale,WCarroll,1,0,0,0,0,0,1,0,0,1,0,1
NRockdale,CentralCarroll,0,0,0,1,1,0,1,1,0,0,2,2
NRockdale,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
NRockdale,WCoweta,1,0,0,0,1,0,1,1,0,1,1,2
NRockdale,NCoweta,18,3,0,3,23,0,21,26,0,21,26,47
NRockdale,SCoweta,0,0,0,1,0,0,1,0,0,0,1,1
NRockdale,SECoweta,3,0,0,0,7,0,3,7,0,3,7,10
NRockdale,NForsyth,0,0,0,2,0,0,2,0,0,0,2,2
NRockdale,Cumming,8,1,0,5,42,0,13,43,0,9,47,56
NRockdale,SForsyth,20,2,0,4,27,0,24,29,0,22,31,53
NRockdale,NHall,2,0,0,1,0,0,3,0,0,2,1,3
NRockdale,Gainesville,12,1,0,4,6,0,16,7,0,13,10,23
NRockdale,SHall,25,8,0,14,47,0,39,55,0,33,61,94
NRockdale,WNewton,5429,1153,0,5309,17081,0,10738,18234,0,6582,22390,28972
NRockdale,ENewton,351,62,0,173,366,0,524,428,0,413,539,952
NRockdale,NPaulding,1,0,0,0,0,0,1,0,0,1,0,1
NRockdale,WPaulding,2,0,0,0,0,0,2,0,0,2,0,2
NRockdale,EPaulding,10,1,0,2,6,0,12,7,0,11,8,19
NRockdale,NSpalding,65,14,0,23,22,0,88,36,0,79,45,124
NRockdale,SSpalding,36,4,0,1,20,0,37,24,0,40,21,61
NRockdale,WWalton,1013,198,0,587,2089,0,1600,2287,0,1211,2676,3887
NRockdale,EWalton,554,92,0,113,484,0,667,576,0,646,597,1243
NBarrow,NFulton,222,31,0,35,78,0,257,109,0,253,113,366
NBarrow,Roswell,59,5,1,15,51,0,74,56,1,65,66,131
NBarrow,SandySprings,91,23,0,22,25,0,113,48,0,114,47,161
NBarrow,Buckhead,52,10,0,24,38,0,76,48,0,62,62,124
NBarrow,NWAtlanta,22,3,0,4,8,0,26,11,0,25,12,37
NBarrow,NEAtlanta,38,11,0,14,50,0,52,61,0,49,64,113
NBarrow,SWAtlanta,7,3,0,2,5,0,9,8,0,10,7,17
NBarrow,CBDAtlanta,18,5,1,12,51,0,30,56,1,24,63,87
NBarrow,SEAtlanta,8,3,0,4,11,0,12,14,0,11,15,26
NBarrow,SFulton,0,0,0,0,4,0,0,4,0,0,4,4
NBarrow,Tri-Cities,7,0,0,1,2,0,8,2,0,7,3,10
NBarrow,Shannon,1,0,0,1,1,0,2,1,0,1,2,3
NBarrow,WCherokee,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,NCherokee,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,ECentCherokee,12,1,0,4,0,0,16,1,0,13,4,17
NBarrow,Woodstock,2,1,0,4,9,0,6,10,0,3,13,16
NBarrow,Airport,4,1,0,1,0,0,5,1,0,5,1,6
NBarrow,NEClayton,7,1,0,1,11,0,8,12,0,8,12,20
NBarrow,Riverdale,1,0,0,0,0,0,1,0,0,1,0,1
NBarrow,SClayton,0,0,0,0,18,0,0,18,0,0,18,18
NBarrow,NWCobb,3,0,0,4,1,0,7,1,0,3,5,8
NBarrow,NECobb,11,3,0,11,7,0,22,10,0,14,18,32
NBarrow,SWCobb,1,0,0,0,0,0,1,0,0,1,0,1
NBarrow,Marietta,12,3,0,2,11,0,14,14,0,15,13,28
NBarrow,Cumberland,41,10,0,14,9,0,55,19,0,51,23,74
NBarrow,SCobb,7,0,0,4,1,0,11,1,0,7,5,12
NBarrow,Chamblee,170,41,0,30,87,0,200,128,0,211,117,328
NBarrow,NWDeKalb,67,14,0,19,96,2,86,110,2,81,117,198
NBarrow,NEDeKalb,162,38,0,33,57,0,195,95,0,200,90,290
NBarrow,Atlanta-DeKalb,3,1,0,1,8,0,4,9,0,4,9,13
NBarrow,Decatur,10,0,0,2,25,0,12,25,0,10,27,37
NBarrow,SWDeKalb,12,5,0,4,10,0,16,15,0,17,14,31
NBarrow,SEDeKalb,43,9,0,8,16,0,51,25,0,52,24,76
NBarrow,SDeKalb,27,5,0,10,10,0,37,15,0,32,20,52
NBarrow,WDouglas,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,EDouglas,4,0,0,1,0,0,5,0,0,4,1,5
NBarrow,WFayette,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,EFayette,0,0,0,0,1,0,0,1,0,0,1,1
NBarrow,NGwinnett,2071,425,0,1658,5535,0,3729,5960,0,2496,7193,9689
NBarrow,CentGwinnett,1312,236,0,396,1230,0,1708,1466,0,1548,1626,3174
NBarrow,EGwinnett,945,164,0,843,2621,0,1788,2785,0,1109,3464,4573
NBarrow,Norcross,394,90,0,48,142,0,442,232,0,484,190,674
NBarrow,Lilburn,104,15,0,19,119,0,123,134,0,119,138,257
NBarrow,Snellville,275,64,0,84,317,0,359,381,0,339,401,740
NBarrow,NHenry,3,0,0,1,0,0,4,0,0,3,1,4
NBarrow,EHenry,6,1,0,1,1,0,7,2,0,7,2,9
NBarrow,SHenry,5,0,0,3,5,0,8,5,0,5,8,13
NBarrow,SRockdale,13,1,0,4,6,0,17,7,0,14,10,24
NBarrow,NRockdale,62,16,0,16,24,0,78,40,0,78,40,118
NBarrow,NBarrow,8847,1793,0,19286,52882,0,28133,54675,0,10640,72168,82808
NBarrow,SBarrow,2137,454,0,3229,10569,0,5366,11023,0,2591,13798,16389
NBarrow,NWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,NEBartow,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,SWBartow,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,Cartersville,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,NECarroll,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,WCarroll,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,CentralCarroll,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,WCoweta,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,NCoweta,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,SCoweta,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,SECoweta,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,NForsyth,14,2,0,14,46,0,28,48,0,16,60,76
NBarrow,Cumming,146,32,0,35,76,0,181,108,0,178,111,289
NBarrow,SForsyth,122,25,0,22,72,0,144,97,0,147,94,241
NBarrow,NHall,51,11,0,15,23,0,66,34,0,62,38,100
NBarrow,Gainesville,582,116,0,125,308,0,707,424,0,698,433,1131
NBarrow,SHall,838,168,0,696,2194,0,1534,2362,0,1006,2890,3896
NBarrow,WNewton,82,13,0,23,37,0,105,50,0,95,60,155
NBarrow,ENewton,15,4,0,6,25,0,21,29,0,19,31,50
NBarrow,NPaulding,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,WPaulding,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,EPaulding,0,0,0,0,0,0,0,0,0,0,0,0
NBarrow,NSpalding,1,0,0,0,0,0,1,0,0,1,0,1
NBarrow,SSpalding,0,0,0,0,0,0,0,0,0,0,0,0
